stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
3783,2863,Gara de Nord,,44.448284,26.074188,,,,
7562,287,Piata Floreasca,,44.460083,26.100882,,,,
6521,2878,Spitalul Dr. Marinescu,,44.385965,26.128677,,,,
6522,2879,Spitalul Dr. Marinescu,,44.386632,26.12829,,,,
6493,2891,Upetrolam,,44.358393,26.151086,,,,
6491,2892,Upetrolam,,44.358478,26.15117,,,,
6487,2895,Soseaua Salaj,,44.393405,26.066754,,,,
6483,2898,Zefirul,,44.442423,26.143148,,,,
3417,29,Doamna Ghica,,44.462382,26.133229,,,,
3598,290,Brasov,,44.414809,26.034983,,,,
6135,2905,Complex Comercial,,44.42695,26.029376,,,,
6136,2906,Complex Comercial,,44.427062,26.028425,,,,
6140,2909,Jandarmeriei,,44.509003,26.061538,,,,
6115,2910,Scoala Generala 309,,44.431717,26.01897,,,,
6116,2911,Scoala Generala 309,,44.431261,26.018455,,,,
3859,2912,Liceul Nichita Stanescu,,44.433336,26.168422,,,,
3862,2913,Liceul Nichita Stanescu,,44.432857,26.168132,,,,
3370,2914,Luica,,44.378384,26.091651,,,,
3371,2915,Luica,,44.379197,26.091811,,,,
6111,2919,Atlasului,,44.506411,26.059803,,,,
6189,2921,Oaspetilor,,44.50295,26.057624,,,,
6182,2923,Atlasului,,44.506583,26.058546,,,,
3392,2925,Gelcap,,44.482262,26.124705,,,,
3393,2926,Gelcap,,44.482192,26.125028,,,,
7682,2929,Piata Sf. Gheorghe,,44.432841,26.105651,,,,
3596,293,Bd. Timisoara,,44.42699,26.033269,,,,
3388,2930,Piata Buzesti,,44.448082,26.082468,,,,
3903,2933,Gradina Cismigiu,,44.434706,26.093778,,,,
3897,2934,Gradina Cismigiu,,44.434623,26.094407,,,,
6157,2935,Catanoaia,,44.426677,26.216497,,,,
6153,2936,Catanoaia,,44.426867,26.216092,,,,
6155,2937,Piata Gorjului,,44.433944,26.019839,,,,
6150,2938,Gara Progresul,,44.366021,26.090856,,,,
6151,2939,Bd. Nicolae Balcescu,,44.440534,26.099014,,,,
3675,2940,Vasile Parvan,,44.436243,26.083949,,,,
5964,2943,Semanatoarea,,44.445299,26.047347,,,,
5969,2945,Pod Grozavesti,,44.442648,26.061835,,,,
5939,2951,Piata Arsenalului,,44.42482,26.076523,,,,
5941,2954,Electronica,,44.448728,26.147163,,,,
5940,2955,Electronica,,44.448621,26.147598,,,,
5944,2956,Pasaj Colentina,,44.478417,26.163918,,,,
5943,2957,Zefirul,,44.442373,26.144173,,,,
3597,296,Bd. Timisoara,,44.426793,26.033269,,,,
7746,2961,Primaria Balotesti,,44.626292,26.069323,,,,
8605,2962,Primaria Balotesti,,44.626582,26.069128,,,,
6006,2968,Piata Aparatorii Patriei,,44.37871,26.135643,,,,
3697,2973,Trambitei,,44.411181,26.055006,,,,
5990,2978,Teiul Doamnei,,44.463862,26.126049,,,,
5989,2979,Grigore Ionescu,,44.459931,26.126832,,,,
5975,2980,Teiul Doamnei,,44.458073,26.128373,,,,
6026,2981,Grigore Ionescu,,44.460682,26.126748,,,,
3279,2982,Barajul Rovinari,,44.430203,26.173482,,,,
3275,2983,Barajul Iezeru,,44.432534,26.172651,,,,
3276,2984,Bd. Basarabia,,44.435987,26.172881,,,,
3282,2985,Barajul Iezeru,,44.43288,26.172476,,,,
3283,2986,Barajul Rovinari,,44.430348,26.173366,,,,
6023,2989,Petre Ispirescu,,44.418588,26.059938,,,,
3733,2993,Soseaua Nicolae Titulescu,,44.450255,26.069515,,,,
3734,2994,Gara de Nord,,44.448071,26.074272,,,,
3736,2995,Nicolae Titulescu,,44.450741,26.068975,,,,
3738,2996,Pasaj Grant,,44.456291,26.061798,,,,
3129,3,Penes Curcanul,,44.412094,26.1279,,,,
3418,30,Teiul Doamnei,,44.45742,26.130334,,,,
3244,300,Stefan Hepites,,44.408411,26.090968,,,,
3344,3001,Hristo Botev,,44.433941,26.107598,,,,
3342,3002,Bd. Carol I,,44.438534,26.114926,,,,
3324,3003,Mihai Eminescu,,44.443312,26.119142,,,,
3325,3004,Bucur Obor,,44.450537,26.125453,,,,
3322,3005,Bucur Obor,,44.450224,26.125149,,,,
3323,3006,Mihai Eminescu,,44.443805,26.11951,,,,
3328,3007,Bd. Carol I,,44.438024,26.114524,,,,
3792,3009,Stoica Ludescu,,44.453663,26.06441,,,,
3795,3010,Stoica Ludescu,,44.452659,26.065686,,,,
6906,3011,Parcul Bazilescu,,44.488548,26.036611,,,,
6903,3012,Parcul Bazilescu,,44.487733,26.036953,,,,
3363,3014,Soseaua Crangasi,,44.453691,26.052104,,,,
6938,3018,Bd. Ghencea,,44.415018,26.034775,,,,
3352,3028,Zetarilor,,44.386278,26.078242,,,,
3356,3031,Piata Titan,,44.413253,26.162567,,,,
3355,3032,Piata Titan,,44.412867,26.164754,,,,
3377,3036,Univ. Crestina Dimitrie Cantemir,,44.416532,26.11281,,,,
6977,3039,Univ. Crestina Dimitrie Cantemir,,44.416449,26.113784,,,,
3252,304,Piata Sudului,,44.393576,26.12172,,,,
3384,3041,Universitatea Hyperion,,44.432376,26.125944,,,,
3385,3042,Universitatea Hyperion,,44.432393,26.125588,,,,
3386,3043,Faur Poarta 4,,44.426907,26.178984,,,,
3387,3044,Faur Poarta 4,,44.426622,26.179002,,,,
6994,3046,Combinatul Fondului Plastic,,44.483433,26.064082,,,,
6957,3047,Combinatul Fondului Plastic,,44.483284,26.063323,,,,
6956,3048,Penitenciarul Rahova,,44.39418,26.032069,,,,
6955,3049,Penitenciarul Rahova,,44.394295,26.032816,,,,
6879,305,Sala Lucian Grigorescu,,44.465199,26.095876,,,,
6976,3050,Nasaud,,44.409138,26.077085,,,,
6974,3052,Piata Gorjului,,44.434148,26.019537,,,,
9368,3055,Erou Iancu Nicolae,,44.513513,26.137998,,,,
3260,307,Soseaua Salaj,,44.408463,26.0778,,,,
3258,308,Cibinului,,44.406357,26.079608,,,,
7041,3083,City Center,,44.480489,26.06667,,,,
7037,3084,Ancuta Baneasa,,44.469764,26.104021,,,,
7034,3085,Ancuta Baneasa,,44.470312,26.104439,,,,
3659,3086,Cimitirul Sfanta Vineri,,44.458476,26.060012,,,,
3656,3087,Caraiman,,44.460263,26.058633,,,,
3264,309,Armistitiului,,44.40327,26.081547,,,,
7059,3097,Fabrica de Oxigen,,44.420798,26.218876,,,,
3419,31,Ziduri Mosi,,44.454064,26.127963,,,,
3159,310,Piata Ferentari,,44.398616,26.084781,,,,
3242,3100,Dr. Constantin Istrati,,44.411012,26.089178,,,,
7267,3101,Isovolta,,44.415567,26.217622,,,,
7266,3104,Fagului,,44.374139,26.177405,,,,
7265,3105,Fagului,,44.374604,26.176938,,,,
7264,3106,Calea Giulesti,,44.448149,26.064321,,,,
7262,3111,Teatrul Masca,,44.485341,26.038825,,,,
7263,3112,Teatrul Masca,,44.486183,26.038417,,,,
7322,3114,Fundatia Aisteda,,44.405619,26.136025,,,,
7323,3115,Piata Clabucet,,44.471533,26.050043,,,,
7325,3116,Piscul Rachitei,,44.406848,26.130841,,,,
3361,3117,Soseaua Mihai Bravu,,44.419919,26.137915,,,,
7311,3124,Piata Ferentarilor,,44.397408,26.08487,,,,
3814,3125,Biserica Delea Veche,,44.433885,26.127356,,,,
3811,3126,Biserica Delea Veche,,44.433553,26.127719,,,,
7312,3128,Mezes,,44.485596,26.02197,,,,
7314,3129,Mezes,,44.48457,26.024165,,,,
3333,3135,Univ. Crestina Dimitrie Cantemir,,44.416413,26.112509,,,,
7295,3136,Ghidigeni,,44.41263,26.022575,,,,
7296,3137,Soseaua Chitila,,44.476848,26.044096,,,,
7297,3138,Bd. Bucurestii Noi,,44.476793,26.043547,,,,
7302,3142,Slatina,,44.38411,26.046758,,,,
7300,3143,Slatina,,44.384982,26.046975,,,,
7304,3145,Brodina,,44.498155,26.07287,,,,
7276,3147,Uzitex,,44.406299,26.133191,,,,
6873,315,Comisani,,44.37562,26.137898,,,,
3799,3154,Clabucet,,44.470478,26.050354,,,,
3798,3156,Lainici,,44.465596,26.05426,,,,
3918,3158,Griro,,44.461062,26.057765,,,,
3921,3159,Caraiman,,44.459252,26.059179,,,,
3931,3160,Cimitirul Sfanta Vineri,,44.457532,26.060519,,,,
3932,3161,Pasaj Grant,,44.455755,26.061928,,,,
3933,3164,Griro,,44.461996,26.057295,,,,
3935,3166,Lainici,,44.466355,26.053877,,,,
3905,3168,Clabucet,,44.470605,26.050561,,,,
7383,3170,Clabucet,,44.470641,26.051855,,,,
6871,318,Depozit Pajura,,44.484246,26.047631,,,,
7368,3182,Brazi,,44.51806,26.241851,,,,
7369,3183,Brazi,,44.517646,26.240831,,,,
7370,3184,Primaria Afumati,,44.522701,26.248517,,,,
7371,3185,Primaria Afumati,,44.523061,26.24882,,,,
6872,319,Bd. Bucurestii Noi,,44.483633,26.04158,,,,
3196,320,Piata Sudului,,44.393792,26.121274,,,,
3197,321,Husi,,44.396016,26.115527,,,,
6092,3211,Scoala Olteni,,44.393156,25.948324,,,,
6097,3212,Cimitir Caltuna,,44.389198,25.934065,,,,
6095,3215,Cimitir Caltuna,,44.389154,25.934112,,,,
6094,3216,Scoala Olteni,,44.3933,25.948587,,,,
3198,322,Bd. Constantin Brancoveanu,,44.397984,26.110405,,,,
3192,323,Opris Ilie,,44.400046,26.104613,,,,
3850,3233,R.A.R.,,44.468033,26.052355,,,,
3732,3234,R.A.R.,,44.468813,26.05198,,,,
3194,324,Cimitirul Serban Voda,,44.401242,26.100115,,,,
6008,3243,Prelungirea Ghencea,,44.412921,26.024469,,,,
6009,3244,Radovanu,,44.466558,26.147195,,,,
6027,3245,F. C. Juventus,,44.467594,26.145624,,,,
8395,3246,Ferma 4,,44.484172,25.921063,,,,
8394,3247,Ferma 4,,44.4843,25.920724,,,,
6024,3248,Docentilor,,44.46241,26.080451,,,,
3745,3253,Polizu,,44.447202,26.078618,,,,
3247,3254,Turmelor,,44.453143,26.126023,,,,
3300,3256,Papazoglu,,44.421275,26.116647,,,,
3297,3257,Papazoglu,,44.421181,26.116657,,,,
6046,3258,Aeroport Henri Coanda Sosiri,,44.569015,26.077337,,,,
6044,3259,Aeroport Henri Coanda Plecari,,44.571397,26.076683,,,,
6031,3263,Baciului,,44.383652,26.081544,,,,
6032,3264,Cimitirul Progresul,,44.381591,26.084743,,,,
6033,3265,Cimitirul Progresul,,44.382025,26.084189,,,,
6035,3266,Baciului,,44.384384,26.080816,,,,
6065,3267,Zetarilor,,44.385885,26.078837,,,,
6064,3268,Piata Romana,,44.44669,26.095264,,,,
6063,3269,Soseaua Giurgiului,,44.378963,26.091065,,,,
3189,327,Piata Danny Huwe,,44.428603,26.062046,,,,
6055,3270,Cimitirul Magurele,,44.371545,26.04383,,,,
6057,3271,Cimitirul Magurele,,44.371595,26.043912,,,,
9032,3274,Piata Operei,,44.434351,26.074955,,,,
6052,3275,Soseaua Fundeni,,44.465098,26.148156,,,,
6049,3276,Soseaua Nicolae Titulescu,,44.45072,26.070103,,,,
6051,3277,Maior Bacila,,44.46492,26.139525,,,,
5937,3278,Radovanu,,44.462036,26.142446,,,,
5938,3279,Minerilor,,44.463231,26.146236,,,,
3190,328,Calea Rahovei,,44.416363,26.077728,,,,
5923,3280,Rascoala 1907,,44.463105,26.143974,,,,
5927,3281,Radovanu,,44.462492,26.142038,,,,
5926,3282,Maior Bacila,,44.465283,26.13921,,,,
5928,3284,Bd. B.P.Hasdeu,,44.430906,26.083971,,,,
5933,3285,Prestige,,44.380517,26.155521,,,,
5932,3286,Prestige,,44.380677,26.15483,,,,
5936,3287,Doina,,44.411365,26.07858,,,,
5935,3288,Soseaua Progresului,,44.414424,26.080955,,,,
3191,329,Spatarul Preda,,44.411333,26.083719,,,,
5952,3290,Doina,,44.41072,26.077945,,,,
5950,3291,Soseaua Progresului,,44.413658,26.080249,,,,
5957,3292,Soseaua Viilor,,44.416272,26.083133,,,,
5956,3293,Calea Victoriei,,44.445657,26.091698,,,,
5954,3294,Calea Victoriei,,44.445716,26.091475,,,,
3396,33,Bd. Ferdinand,,44.446411,26.134414,,,,
3097,330,Calea 13 Septembrie,,44.422852,26.069307,,,,
6624,3300,Piata Baneasa,,44.493863,26.083724,,,,
6628,3302,Muzeul Satului,,44.47275,26.07557,,,,
6626,3303,Aeroport Henri Coanda Plecari,,44.571393,26.076683,,,,
3376,3304,Compasului,,44.427004,26.02908,,,,
3375,3305,Compasului,,44.427073,26.029279,,,,
3378,3306,Republica,,44.433879,26.185462,,,,
6619,3307,Carrefour Militari,,44.43784,25.958591,,,,
6635,3309,Deal,,44.353764,25.996458,,,,
3099,331,Inox,,44.418316,26.075293,,,,
6646,3310,Deal,,44.353631,25.996881,,,,
6570,3313,Carrefour Militari,,44.438161,25.958923,,,,
6575,3317,Cartier Rosu,,44.441498,26.003652,,,,
6577,3318,Ghirlandei,,44.43955,26.015383,,,,
6568,3319,Margelelor,,44.440141,26.011891,,,,
6582,3320,Bd. Anul 1864,,44.438068,26.009238,,,,
6581,3321,Catinei,,44.44063,26.005599,,,,
6585,3322,Stramosilor,,44.438851,26.00717,,,,
6586,3323,Margelelor,,44.438345,26.01032,,,,
6587,3324,Ghirlandei,,44.440512,26.013268,,,,
6590,3328,Soseaua Pipera,,44.479965,26.092422,,,,
6594,3330,Putul Olteni,,44.403545,25.959543,,,,
6595,3331,Putul Olteni,,44.403464,25.957677,,,,
6547,3334,Rosia Montana,,44.437934,26.023335,,,,
6549,3341,Tomesti,,44.382758,26.131987,,,,
6548,3342,Tomesti,,44.382132,26.132336,,,,
3805,3344,Cartier Colentina,,44.469592,26.145744,,,,
6562,3346,Coralilor,,44.49345,26.063663,,,,
6559,3348,Coralilor,,44.49335,26.063801,,,,
3807,3351,Balotului,,44.468325,26.153965,,,,
6563,3352,Pecinisca,,44.378363,26.046972,,,,
6564,3353,Pecinisca,,44.378688,26.04696,,,,
6513,3356,City Center,,44.480001,26.067294,,,,
6517,3357,Pod Mihai Bravu,,44.408886,26.123832,,,,
3287,3358,Ghencea,,44.415059,26.045745,,,,
6519,3359,Hala Traian,,44.433408,26.120839,,,,
6504,3360,Aeroport Henri Coanda Sosiri,,44.569422,26.07731,,,,
6506,3361,Matei Basarab,,44.429787,26.120185,,,,
6507,3362,Bd.Unirii,,44.42565,26.118969,,,,
6508,3363,Bd. Octavian Goga,,44.423387,26.11827,,,,
6510,3364,Papazoglu,,44.420767,26.11619,,,,
6512,3365,Scoala Generala 81,,44.419796,26.115391,,,,
6544,3366,Univ. Crestina Dimitrie Cantemir,,44.416032,26.113297,,,,
6539,3368,Univ. Crestina Dimitrie Cantemir,,44.416155,26.11348,,,,
6537,3369,Scoala Generala 81,,44.419455,26.115344,,,,
3101,337,Gara Basarab,,44.449227,26.06723,,,,
6530,3370,Papazoglu,,44.421402,26.116954,,,,
6526,3371,Bd. Octavian Goga,,44.423105,26.118275,,,,
6528,3372,Bd.Unirii,,44.4265,26.11926,,,,
6534,3373,Matei Basarab,,44.431278,26.120741,,,,
6535,3374,Hala Traian,,44.433394,26.121067,,,,
6532,3376,Popa Tatu,,44.443276,26.083311,,,,
6485,3378,Camin U4,,44.444148,26.056524,,,,
6489,3379,Canton Drumuri,,44.404491,25.89766,,,,
6478,3380,Canton Drumuri,,44.4043,25.898171,,,,
6479,3381,Dumitru Brumarescu,,44.366797,26.133147,,,,
6480,3382,Dumitru Brumarescu,,44.366772,26.133216,,,,
6482,3383,Izvorul Oltului,,44.376097,26.106211,,,,
6473,3384,C.E.T. Progresul,,44.372783,26.10491,,,,
6474,3385,Actiunii,,44.370066,26.103094,,,,
6475,3386,Depoul Giurgiului,,44.370798,26.097938,,,,
6477,3387,Tudor Gociu,,44.371752,26.093777,,,,
3273,3388,Piata Sf. Stefan,,44.433298,26.116322,,,,
3270,3389,Ghencea,,44.414685,26.046789,,,,
3243,3390,Ghencea,,44.41511,26.045735,,,,
3265,3391,Piata Presei,,44.475856,26.071731,,,,
3266,3392,Agronomie,,44.471599,26.072391,,,,
3262,3393,Casin,,44.467673,26.074346,,,,
3263,3394,Drumul Taberei,,44.422609,26.034438,,,,
3257,3395,Drumul Taberei,,44.422676,26.034478,,,,
3259,3396,Bd. Ion Mihalache,,44.462548,26.073122,,,,
3255,3397,Casin,,44.468466,26.073988,,,,
3256,3398,Agronomie,,44.471506,26.072478,,,,
3175,3399,Piata Presei,,44.475418,26.072692,,,,
3397,34,Soseaua Mihai Bravu,,44.443492,26.128525,,,,
3345,3400,Bd. Ion Mihalache,,44.461799,26.072141,,,,
3348,3401,Brasov,,44.414553,26.035006,,,,
6923,3402,Anghel Moldoveanu,,44.373092,26.091419,,,,
6924,3405,Casa Academiei,,44.424659,26.085805,,,,
3350,3406,Zizin,,44.41759,26.128905,,,,
3339,3407,Bucuresti-Mall,,44.419832,26.125911,,,,
3338,3408,Bucuresti-Mall,,44.419928,26.125774,,,,
3341,3409,Zizin,,44.417811,26.128517,,,,
6862,342,Calea Vitan,,44.41432,26.133003,,,,
6925,3420,Albotesti,,44.393021,26.027925,,,,
3117,344,Calea 13 Septembrie,,44.422679,26.069476,,,,
6963,3440,Tufanelelor,,44.439668,26.005114,,,,
6962,3441,Mihail Glinka,,44.462001,26.107356,,,,
6986,3443,Tudor Gociu,,44.37119,26.094676,,,,
3889,3444,Soseaua Mihai Bravu,,44.424824,26.136895,,,,
6987,3445,Aviator Popisteanu,,44.469176,26.059295,,,,
6988,3446,Bd. Expozitiei,,44.472725,26.05621,,,,
6989,3447,Traian Vasile,,44.473551,26.061757,,,,
6991,3448,Universitatea Romano-Americana,,44.474273,26.066356,,,,
6992,3449,Universitatea Romano-Americana,,44.474292,26.066005,,,,
3119,345,Inox,,44.41883,26.074591,,,,
6984,3450,Traian Vasile,,44.473518,26.060969,,,,
6982,3451,Bd.Expozitiei,,44.472204,26.055978,,,,
6985,3452,Piata Presei,,44.475284,26.072139,,,,
7008,3454,Piata Presei,,44.475757,26.071969,,,,
7010,3455,Piata Presei,,44.475818,26.072826,,,,
7005,3456,Piata Presei,,44.475701,26.071719,,,,
7003,3459,Ghencea,,44.414931,26.045913,,,,
3121,346,Calea Rahovei,,44.415154,26.079109,,,,
7001,3460,Ghencea,,44.414798,26.046154,,,,
6998,3463,Ghencea,,44.414931,26.046079,,,,
6996,3464,Ghencea,,44.414838,26.046271,,,,
7023,3466,Ghencea,,44.414905,26.045611,,,,
7024,3467,Ghencea,,44.414768,26.045851,,,,
11130,3468,Valea Ialomitei,,44.421394,26.014509,,,,
3930,3469,Tacerii,,44.40226,26.050729,,,,
3123,347,Spatarul Preda,,44.411556,26.083396,,,,
3927,3471,Bd. Timisoara,,44.427996,26.05475,,,,
3394,3473,Piata Presei,,44.475422,26.072464,,,,
7018,3474,Drumul Cooperativei,,44.413575,26.031225,,,,
7017,3475,Drumul Cooperativei,,44.413581,26.029979,,,,
6851,3478,Rocon,,44.365268,26.04009,,,,
6850,3479,Rocon,,44.365556,26.040385,,,,
6855,3484,Subcetate,,44.4829,26.028819,,,,
6856,3485,Marmurei,,44.48258,26.029138,,,,
6863,3487,Ghencea,,44.415236,26.046169,,,,
3112,349,Stefan Hepites,,44.40766,26.092056,,,,
6867,3491,Lujerului,,44.434383,26.033671,,,,
6864,3492,Piata Arsenalului,,44.425055,26.078561,,,,
6866,3493,Casa Academiei,,44.424876,26.0859,,,,
3141,3495,Ghencea,,44.414736,26.046789,,,,
6874,3499,Gheorghe Manu,,44.448081,26.089252,,,,
7140,3502,Dr. Constantin Istrati,,44.412303,26.087968,,,,
7141,3503,Bd. Uverturii,,44.443267,26.020086,,,,
7138,3504,Apusului,,44.443155,26.019226,,,,
7139,3505,Depoul Giurgiului,,44.370614,26.09872,,,,
7144,3506,Pogoanele,,44.370036,26.102985,,,,
3505,3509,Liviu Rebreanu,,44.424572,26.177899,,,,
3642,351,Cimitirul Serban Voda,,44.401767,26.098886,,,,
3354,3511,Liviu Rebreanu,,44.424161,26.177473,,,,
3353,3512,Radox,,44.424232,26.006508,,,,
3358,3513,Radox,,44.424242,26.006059,,,,
10412,3514,Spitalul Fundeni,,44.466799,26.156083,,,,
7319,3515,C.E.T. Progresul,,44.372678,26.105123,,,,
7318,3516,Metro Voluntari,,44.495166,26.197128,,,,
7320,3518,Metro Voluntari,,44.495349,26.197111,,,,
3644,352,Opris Ilie,,44.399857,26.105238,,,,
7332,3524,Valea Ialomitei,,44.420542,26.012956,,,,
7333,3527,Metro Berceni,,44.36559,26.125633,,,,
7335,3528,Metro Berceni,,44.365804,26.125712,,,,
3643,353,Bd. Constantin Brancoveanu,,44.398396,26.109219,,,,
3794,3535,Imprimeria Nationala,,44.433882,26.000885,,,,
3793,3536,Imprimeria Nationala,,44.43373,26.001631,,,,
7284,3537,Facultatea de Filosofie,,44.440843,26.06625,,,,
3645,354,Husi,,44.396234,26.11489,,,,
7384,3558,Strandul Tei,,44.47151,26.124668,,,,
7381,3559,Strandul Tei,,44.471661,26.124727,,,,
3938,3568,Piata Spaniei,,44.445938,26.108812,,,,
3941,3569,Piata Spaniei,,44.446042,26.108668,,,,
7386,3570,Dimitrie Grozdea,,44.449738,26.148271,,,,
7389,3571,Dimitrie Grozdea,,44.450207,26.147857,,,,
7359,3591,Cartierul Nou,,44.330745,26.172306,,,,
7357,3592,Cartierul Nou,,44.331312,26.171948,,,,
3395,36,Vatra Luminoasa,,44.437924,26.136163,,,,
7240,360,Comisani,,44.375558,26.13803,,,,
7524,3602,Peris,,44.475936,26.151446,,,,
7504,3618,Albotesti,,44.393274,26.029131,,,,
6127,3636,Sat Dumitrana,,44.324739,25.994097,,,,
6128,3637,Sat Dumitrana,,44.324507,25.994336,,,,
6121,3638,Grup Scolar Ind. Republica,,44.43219,26.191981,,,,
6123,3639,Grup Scolar Ind. Republica,,44.432415,26.191437,,,,
7241,364,Complex Comercial,,44.451535,26.146019,,,,
6139,3642,Crinului,,44.480492,26.034271,,,,
6141,3643,Crinului,,44.481015,26.033445,,,,
6143,3644,Minerva,,44.478806,26.038535,,,,
6145,3645,Minerva,,44.479315,26.037691,,,,
3379,3650,Hala Traian,,44.43307,26.120544,,,,
3911,3652,Depoul Alexandria,,44.398613,26.044497,,,,
3390,3654,Piata Vitan,,44.42285,26.123732,,,,
3391,3655,Piata Vitan,,44.422601,26.123827,,,,
6175,3656,Institutul Pasteur,,44.468591,26.027983,,,,
6177,3657,Piata Giulesti,,44.466367,26.035085,,,,
6171,3658,Bd. Constructorilor,,44.462152,26.0408,,,,
6173,3659,Mehadiei,,44.455832,26.043225,,,,
3628,366,Soseaua Vitan Barzesti,,44.385793,26.140079,,,,
6148,3661,Mehadiei,,44.456541,26.042725,,,,
6147,3662,Bd. Constructorilor,,44.463498,26.041449,,,,
6202,3663,Piata Giulesti,,44.466484,26.035047,,,,
6204,3664,Institutul Pasteur,,44.468968,26.027026,,,,
6178,3671,Mircea Vulcanescu,,44.441421,26.072177,,,,
6180,3672,Primaria Sector 6,,44.445825,26.067189,,,,
6179,3673,Primaria Sector 6,,44.445289,26.067676,,,,
6072,3679,Costisa,,44.411314,26.011737,,,,
6071,3680,Costisa,,44.411372,26.012479,,,,
3337,3686,Parcul Carol I,,44.419776,26.095169,,,,
3340,3687,Parcul Carol I,,44.419417,26.094986,,,,
3632,369,Soseaua Vitan Barzesti,,44.386273,26.13889,,,,
3771,3700,Dumitru Marinescu,,44.439228,26.143051,,,,
6352,3703,Copsa Mica,,44.467355,26.031903,,,,
6342,3704,Copsa Mica,,44.467696,26.031087,,,,
6343,3705,Godeni,,44.464638,26.039021,,,,
6339,3706,Godeni,,44.465154,26.038339,,,,
3621,371,C.F.R. Progresul,,44.369084,26.088718,,,,
8980,3710,Scoala Tamasi,,44.5839,26.006023,,,,
3622,372,Cap. Raducanu Cristea,,44.372993,26.090218,,,,
8491,3722,Primaria Corbeanca,,44.59415,26.037493,,,,
8492,3723,Primaria Corbeanca,,44.594104,26.037774,,,,
6207,3725,Pasaj Cfr Chitila,,44.515129,25.970607,,,,
8486,3726,Arcadei,,44.596147,26.050314,,,,
8977,3727,Primaverii,,44.591328,26.026463,,,,
8489,3729,Arcadei,,44.59616,26.050711,,,,
6272,3732,Pasaj Marasesti,,44.421355,26.110066,,,,
6276,3735,Pasaj Cfr Chitila,,44.514859,25.971115,,,,
3447,3738,Soseaua Stefan cel Mare,,44.451498,26.119528,,,,
6277,3739,Stirbei Voda,,44.440351,26.093104,,,,
3423,3740,Faur,,44.434343,26.183492,,,,
3422,3741,Bd. Expozitiei,,44.473605,26.061253,,,,
6257,3749,Oituz,,44.291252,26.060814,,,,
6268,3750,Oituz,,44.29118,26.06063,,,,
6659,3751,Depoul Dudesti,,44.421476,26.131843,,,,
6660,3752,Depoul Dudesti,,44.42164,26.131697,,,,
12074,3756,Piata Baneasa,,44.493923,26.083987,,,,
12075,3757,Piata Baneasa,,44.493871,26.084168,,,,
6661,3758,Liviu Rebreanu,,44.285244,26.059988,,,,
6662,3759,Liviu Rebreanu,,44.285514,26.060208,,,,
7236,376,Drumul Taberei 85,,44.417739,26.020904,,,,
6672,3764,Raul Colentina,,44.453949,26.149314,,,,
6673,3765,Dimitrie Grozdea,,44.451789,26.151822,,,,
6674,3766,Torentului,,44.446546,26.155561,,,,
6675,3767,Bd. Chisinau,,44.443746,26.157735,,,,
6676,3768,Torentului,,44.447189,26.154982,,,,
6677,3769,Dimitrie Grozdea,,44.452409,26.151833,,,,
7235,377,Liviu Rebreanu,,44.424454,26.163289,,,,
6670,3770,Raul Colentina,,44.454629,26.148668,,,,
6612,3775,Complex Comercial,,44.457449,26.041624,,,,
6614,3776,Complex Comercial,,44.45812,26.04122,,,,
6610,3777,Complex Comercial,,44.402232,26.062719,,,,
6611,3778,Piata Sf. Gheorghe,,44.432234,26.103322,,,,
10414,378,Raul Doamnei,,44.415594,26.023951,,,,
6608,3780,E.L.C.E.N.,,44.440311,26.066125,,,,
6606,3782,Depozit Pajura,,44.484257,26.048572,,,,
6605,3783,Bd. Gloriei,,44.483542,26.04157,,,,
6642,3784,I.N.M.H.,,44.513439,26.078629,,,,
6643,3785,I.N.M.H.,,44.513248,26.077811,,,,
6645,3786,Horia Macelariu,,44.490705,26.085027,,,,
3890,3787,Spitalul Dr. Alexandru Obregia,,44.385009,26.122238,,,,
3888,3788,Spitalul Dr. Alexandru Obregia,,44.384674,26.122369,,,,
6641,3789,Ciuca Stefan,,44.479416,26.149541,,,,
7233,379,Pod Baneasa,,44.491281,26.07921,,,,
6637,3790,Escalei,,44.481657,26.147536,,,,
6631,3791,Mentiunii,,44.481693,26.142951,,,,
6629,3792,Oituz,,44.479728,26.14314,,,,
6633,3793,Zamfir Nicolae,,44.473881,26.145103,,,,
6632,3794,Gherghitei,,44.471725,26.141504,,,,
3399,38,Baba Novac,,44.424908,26.137447,,,,
3502,3800,Soseaua Colentina,,44.452994,26.126293,,,,
3614,382,Cap. Raducanu Cristea,,44.373553,26.090331,,,,
6714,3821,Piata Rahova,,44.406626,26.06371,,,,
6718,3826,Bd. Marasesti,,44.420981,26.103021,,,,
6715,3827,Dr. Constantin Istrati,,44.411846,26.089145,,,,
6716,3828,Autogara Filaret,,44.415263,26.092682,,,,
6719,3829,Autogara Filaret,,44.414553,26.09115,,,,
3612,383,C.F.R. Progresul,,44.369787,26.089136,,,,
11106,3844,Calea 13 Septembrie,,44.422816,26.069229,,,,
6713,3847,Dristorului,,44.419826,26.138886,,,,
3617,385,Spitalul Sf. Pantelimon,,44.441948,26.174415,,,,
6703,3857,Piata Titan,,44.412689,26.164957,,,,
6699,3858,Dumbrava Noua,,44.411787,26.168333,,,,
3616,386,Soseaua Fundeni,,44.442571,26.164714,,,,
